,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Phase,Phase,Phase,Phase
,afLeftThigh,afLeftKnee,afLeftAnkle,afLeftFoot,afRightThigh,afRightKnee,afRightAnkle,afRightFoot,pfWaist,pfLeftFemurHead,pfLeftKnee,pfLeftAnkle,pfRightFemurHead,pfRightKnee,pfRightAnkle,LeftArm,LeftHip,LeftKnee,LeftAnkle,LeftToe,RightArm,RightHip,RightKnee,RightAnkle,RightToe,RL - T4,RL - RunLab,LL - T4,LL - RunLab
204,0.78,5.97,27.27,40.96,3.79,1.59,11.85,1.79,3.39,1.02,7.21,0.7,4.77,0.45,7.14,6.86,,,79.36,1.25,36.41,149.93,138.2,73.67,4.04,Loading Response,Loading Response,Midswing,Midswing
205,0.52,6.15,24.45,40.03,3.74,1.8,13.2,4.3,3.5,0.51,6.34,2.99,4.96,1.5,0.22,11.67,,,77.28,3.21,33.15,153.21,138.87,73.1,0.97,Loading Response,Loading Response,Midswing,Midswing
206,0.03,3.04,19.73,38.79,3.49,1.1,15.62,4.89,2.43,1.58,6.64,7.24,5.3,1.69,1.27,16.53,,,76.22,0.68,28.56,154.4,137.81,70.62,1.42,Loading Response,Loading Response,Midswing,Midswing
207,0.13,1.93,11.54,34.94,4.27,2.09,15.28,3.38,1.94,2.32,6.75,6.24,4.91,1.02,1.4,21.09,,,77.49,7.6,25.32,154.63,136.15,68.76,2.58,Loading Response,Loading Response,Midswing,Midswing
208,0.3,6.91,3.3,31.93,2.48,0.4,17.42,4.44,1.33,0.66,4.37,6.07,3.16,0.81,8.53,26.36,,,74.61,,21.8,155.24,136,67.49,0.98,Loading Response,Loading Response,Midswing,Midswing
209,1.15,5.06,2.8,29.85,2.69,0.05,18.24,5.12,1.69,0.14,3.3,6.97,2.79,0.82,7.02,31.21,,,,,17.75,157.44,136.99,66.22,2.28,Midstance,Midstance,Midswing,Midswing
210,1.26,4.13,3.14,28.11,5.48,4.19,16.23,4.19,1.42,0.06,2.84,10.02,1.79,1.28,4.68,35.63,129.85,86.41,78.72,13.26,16.83,160.56,140.41,66.29,1.67,Terminal Stance,Terminal Stance,Midswing,Midswing
211,1.28,1.45,5.29,24.23,5.48,4.07,18.19,4.04,1.64,0.59,1.56,6.1,1.37,1.56,4.58,39.93,,,75.67,9.85,13.99,164.9,144.08,65.42,0.42,Terminal Stance,Terminal Stance,Midswing,Midswing
212,0.5,2.03,7.1,22.05,8.43,7.44,14.32,4.28,1.55,0.47,1.64,6.82,0.91,1.72,4.26,43.42,126.77,99.07,73.25,5.24,12.24,168.32,147.02,67.25,10.67,Terminal Stance,Terminal Stance,Midswing,Midswing
213,0.19,1.44,11.3,20.67,6.24,5.66,10.55,2.29,1.6,1.21,0.91,5.93,0.42,1.65,2.81,46.77,128.27,108.97,72.87,4.34,9.77,169.68,149.12,69.86,6.82,Terminal Stance,Terminal Stance,Midswing,Midswing
214,1.26,2.16,14.18,20.2,5.89,4.68,11.31,2.77,0.45,0.57,2.2,1.79,0.9,0.55,0.25,48.78,129.19,117.72,73.29,3.64,8.66,171.79,149.76,70.38,10.28,Terminal Stance,Terminal Stance,Midswing,Midswing
215,1.47,2.84,14.8,13.44,5.05,4.31,7.98,1.71,1.73,0.63,2.13,2.53,0.73,0.75,0.33,50.39,133.02,128.47,72.34,3.34,7.15,175.33,151.67,72.45,12.48,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
216,1.5,2.85,18.21,8.29,4.51,3.99,5.04,1.44,2.24,0.03,2.81,4.51,0.78,1.24,1.5,51.37,134.97,138.12,71.41,0.79,5.84,177.18,154.29,77.88,16.56,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
217,1.42,2.7,17.39,0.07,4.15,4.29,1.56,0.19,2.46,0.47,3.22,7,0.91,1.91,2.56,52.41,137.37,145.01,69.76,0.35,4.46,178.79,155.92,83.3,21.51,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
218,1.44,2.79,17.4,7.77,4.11,4.29,0.29,3.61,3.43,0.22,3.3,7.81,0.9,2.71,4.03,52.43,139.21,149.75,71.04,1.75,4.5,179.42,154.89,88.73,20.99,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
219,1.8,3.4,17.74,15.46,4.11,3.95,2.25,12.02,3.22,0.38,3.71,1.84,0.49,4.25,4.52,52.15,140.41,152.48,69.9,1.55,4.87,179.08,151.91,88.72,4.91,Terminal Stance,Terminal Stance,Terminal Swing,Terminal Swing
220,1.89,3.13,23.27,20.09,3.84,3.8,5.54,18.92,3.95,0.1,4.12,2.16,0.08,7.2,5.02,51.41,140.91,152.23,70.56,0.19,4.26,177.49,145.34,88.09,0.36,Toe Off,Toe Off,Initial Strike,Initial Strike
221,2.03,2.97,26.73,19.18,3.69,3.2,10.52,21.99,2.98,0.27,4.38,4.73,0.54,6.75,4.93,50.15,141.79,149.29,77.21,6.66,4.34,175.47,136.99,88.36,3.68,Initial Swing,Initial Swing,Loading Response,Loading Response
222,2.92,4.02,22.46,15.97,2.31,1.65,12.65,23.77,0.64,1.29,3.56,7.84,0.04,8.37,4.52,48.22,,,77.31,3.13,4.77,173.03,128.53,89.01,2.42,Initial Swing,Initial Swing,Loading Response,Loading Response
223,3.6,3.84,13.69,3.45,1.44,2.01,13.04,28.56,2.25,1.37,3.01,5.49,0.26,6.64,0.18,44.63,,,74.2,1.46,4.85,171.39,120.49,87.18,2.73,Initial Swing,Initial Swing,Loading Response,Loading Response
224,3.87,3.54,14.75,7.16,0.92,2.19,13.94,31.55,1.75,2.66,1.54,6.35,0.4,6.74,0.84,41.02,,,70.18,3.7,5.16,168.98,112.29,86.06,1.29,Midswing,Midswing,Loading Response,Loading Response
225,3.47,2.96,14.16,8.51,0.98,1.67,14.46,32.8,1.37,3.35,0.96,7.82,0.9,6.59,1.68,37.29,,,67.8,1.24,7.94,165.25,103.32,83.42,5.48,Midswing,Midswing,Loading Response,Loading Response
226,3.12,1.95,17.03,11.4,0.28,1.78,13.63,32.41,1.62,3.32,0.5,5.55,0.5,3.84,0.71,32.28,,,66.13,0.56,10.07,162.14,97.3,83.07,5,Midswing,Midswing,Loading Response,Loading Response
227,2.97,1.03,18.55,11.09,0.34,1.69,13.01,32.52,1.74,3.88,0.14,4.12,0.34,4.87,0.6,26.68,,,63.47,0.19,13.09,157,90.7,82.85,6.8,Midswing,Midswing,Loading Response,Loading Response
228,3.01,0.65,19.49,10.54,2.18,8.56,7.76,30.24,0.38,4.02,0.18,2.88,0.21,3.67,3.59,21.36,,,62.35,2.27,15.49,153.95,87.88,82.53,7.1,Midswing,Midswing,Midstance,Midstance
229,3.99,1.36,21.59,10.22,2.3,8.62,1.55,32.66,0.01,3.66,0.53,6.93,1.33,1.03,2.08,16.56,,,62.62,2.53,18.27,150.54,85.35,81.91,10.26,Midswing,Midswing,Terminal Stance,Terminal Stance
230,4.65,1.85,21.45,10.15,2.42,8.21,1.14,28.45,0.92,2.71,1.51,6.17,2.39,0.24,7.09,11.94,,,62.31,4.99,21.42,147.45,84.17,80.72,7.58,Midswing,Midswing,Terminal Stance,Terminal Stance
231,4.75,2.33,19.46,9.85,1.97,5.67,5.31,25.83,1.21,3.09,1.4,7.69,2.74,1.2,3.81,7.62,,,63.75,5.79,24.75,144.18,84.57,82.01,1.18,Midswing,Midswing,Terminal Stance,Terminal Stance
232,5.34,3.23,18.93,9.95,2.56,2.49,10.55,28.35,2.63,1.7,2.84,12.9,3.19,1.96,7.34,5.48,,,66.99,14.56,28.59,140.6,87.15,78.08,,Midswing,Midswing,Terminal Stance,Terminal Stance
233,5.57,3.5,19.21,11.65,1.77,1.85,13.26,25.57,2.62,0.95,3.44,9.32,3.18,0.73,13.02,2.84,,,69.04,12.17,31.8,138.58,90.93,78.69,8.69,Midswing,Midswing,Terminal Stance,Terminal Stance
234,5.44,4.16,14.68,11.54,2.11,0.64,16.86,24.81,2.8,0.09,4.56,8.55,3.23,0.02,9.92,0.65,,,71.83,15.83,34.38,137.18,95.37,76.81,2.85,Midswing,Midswing,Terminal Stance,Terminal Stance
235,5.89,4.78,12.01,12.39,2.56,0.32,19.81,21.27,1.67,0.13,4.47,6.44,3.48,0.52,4.75,3.42,,,75.31,16.84,36.12,137.53,102.01,77.99,6.58,Midswing,Midswing,Terminal Stance,Terminal Stance
236,6,4.97,8.84,11.31,1.43,0.4,23.32,17.6,1.31,0.06,4.62,5.88,2.95,0.84,4.9,4.13,,,81.14,23.78,39.07,138.03,109.86,78.87,9.68,Midswing,Midswing,Terminal Stance,Terminal Stance
237,5.45,5.33,5.68,9.64,1.15,0.04,22.75,14.28,0.75,0.37,5.73,6.56,2.41,1.73,4.29,5.21,,,86.85,29.97,41.15,138.63,118.66,77.76,7.19,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
238,5.36,6.72,2.06,12.58,0.37,0.22,25.12,7.75,0.18,0.32,6.2,3.69,2.46,2.96,3.65,6.86,,,90.69,26.46,42.86,141.17,129.64,77.53,6.13,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
239,5.38,6.94,0.26,11.05,0.28,0.53,24.34,3.25,1.21,0.25,6.2,1.36,3.2,1.06,1.42,7.3,,,93.71,17.39,44.9,144.32,141.33,78.87,6.03,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
240,4.69,5.95,1.99,15.14,0.27,0.9,23.58,356.6,1.88,0.09,6.59,2.19,2.62,2.23,2.32,7.48,,,96.1,14.68,45.66,145.22,147.98,77.68,6.75,Terminal Swing,Midswing,Toe Off,Toe Off
241,4.35,5.56,5.05,20.42,0.08,1.88,25.05,350.11,1.51,0.33,5.58,3.38,2.61,2.74,2.67,6.92,172.08,133.3,95.7,9.24,45.87,147.26,153.07,76.8,4.71,Terminal Swing,Midswing,Initial Swing,Initial Swing
242,3.77,5.31,9.16,26.88,0.8,1.43,25.88,349.29,0.49,0.87,5.21,2.58,1.99,3.89,3.09,6.42,170.61,125.64,95.92,9.74,45.75,147.99,154.46,77.09,4.79,Terminal Swing,Terminal Swing,Initial Swing,Initial Swing
243,3.54,5.1,14.73,35.62,0.14,2.24,21.7,351.06,0.86,0.55,5.77,3.32,2.21,3.39,1.37,4.24,165.81,115.58,94.68,6.07,45.74,149.03,153.57,78.59,3.97,Initial Strike,Initial Strike,Initial Swing,Initial Swing
244,3.23,4.59,17.65,40,0.96,1.45,17.53,0.77,2.22,0.71,6.37,0.3,2.19,3.66,2.97,2.27,,,92.27,7.32,43.39,150.25,150.32,84.84,6.26,Loading Response,Loading Response,Midswing,Midswing
245,1.98,4.25,17.16,40.7,1.45,1.42,19.04,3.83,2.37,0.94,7.89,0.49,3.45,2.29,5.42,1.15,,,89.26,1,42.12,149.35,146.24,84.07,0.04,Loading Response,Loading Response,Midswing,Midswing
246,1.85,3.19,19.46,42.89,1.34,1.9,17.61,5.5,3.07,0.14,4.58,2.66,2.92,3.28,1.63,6.38,,,88.3,0.37,40,150.25,141.92,80.29,5.26,Loading Response,Loading Response,Midswing,Midswing
247,1.55,2.86,17.89,41.09,2.27,1.17,18.43,4.26,3.41,0.31,5.25,7.25,3.13,2.72,1.29,10.53,,,86.17,4.25,36.52,150.3,137.57,75.82,5.86,Loading Response,Loading Response,Midswing,Midswing
248,0.73,2.35,17.26,39.32,2.78,1.11,18.54,4.02,1.88,0.55,5.42,5.66,3.71,1.4,1.21,14.69,,,84.05,1.44,32.93,152.64,137.56,75.23,2.24,Loading Response,Loading Response,Midswing,Midswing
249,0.04,2.49,15.27,39.59,2.66,1.24,19.5,5.04,1.26,0.84,4.25,1.47,4.28,0.62,0.4,18.52,,,83.09,2.41,28.79,154.95,138.77,73.72,3.19,Loading Response,Loading Response,Midswing,Midswing
250,0.08,3.89,13.7,35.61,3.47,0.51,21.26,4.56,1.12,1.04,4.83,4.22,3.86,0.99,0.61,24.66,138.94,79.23,81.4,3.94,25.19,153.81,134.85,70.81,3.35,Loading Response,Loading Response,Midswing,Midswing
251,0.2,5.7,7.06,33.62,4.49,0.31,21.34,4.97,0.93,1.45,4.95,5.46,3.23,1.54,5.68,29.43,136.06,81.01,79.46,8.01,21.73,156.29,136.65,69.9,0.77,Midstance,Midstance,Midswing,Midswing
252,0.59,6.37,3.93,32.17,4.91,0.67,21.74,5.95,2.82,0.73,4.9,9.74,1.95,2.1,4.41,33.92,133.6,83.86,,,17.56,160.37,138.48,68.24,0.84,Terminal Stance,Terminal Stance,Midswing,Midswing
253,1.07,3.93,5.12,31.05,5.18,2.1,21.39,4.98,2.51,0.86,2.81,10.87,1.1,2.61,7.62,37.58,132.25,88.33,78.25,9.64,13.81,162.93,141.14,68.3,0.49,Terminal Stance,Terminal Stance,Midswing,Midswing
254,1.18,2.56,5.25,21.84,5.05,2.37,20.97,6.14,1.47,1.71,1.18,9.2,0.68,2.39,4.37,41.19,132.01,95.2,79.84,15.83,10.69,166.3,143.02,67.06,0.13,Terminal Stance,Terminal Stance,Midswing,Midswing
255,1.13,1.11,8.26,21.15,5.3,2.67,19.08,3.74,0.09,1.54,0.66,8.16,0.93,1.5,2.61,43.88,131.93,102.51,76.3,9.77,7.99,170.12,147.24,69.31,3.39,Terminal Stance,Terminal Stance,Midswing,Midswing
256,0.24,0.62,11.84,19.48,4.9,3.91,12.94,3.24,0.28,1.24,0.7,3.71,0.87,1.16,2.25,46.23,131.08,110.59,74.04,5.06,5.56,172.2,148.98,68.78,3.02,Terminal Stance,Terminal Stance,Midswing,Midswing
257,0.12,0.69,13.45,15.99,4.6,2.65,12.99,2.07,0.48,0.87,1.21,1.6,1.48,0.23,2.16,47.73,133.44,120.44,73.63,2.14,4.47,174.89,151.62,72.4,10.59,Terminal Stance,Terminal Stance,Midswing,Midswing
258,1.33,2.05,15.23,15.23,4.41,3.26,8.81,2,1.82,0.4,1.7,6.59,1.62,0.23,0.83,48.23,135.62,130.68,73.69,0.92,2.92,177.38,153.28,75.94,13.64,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
259,1.63,2.22,17.33,5.54,4.04,3.66,5.65,2.33,1.79,0.22,3.1,2.55,1.16,1.53,0.77,48.56,137.4,139.51,73.32,0.66,1.34,179.25,155.15,80.07,15.52,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
260,1.53,2.29,18.46,3.46,4.13,4.63,3.38,5.42,2.68,0.19,2.36,5,0.56,3.19,0.54,48.74,140.73,147.43,71.6,2.89,0.82,180.25,155.21,84.03,17.24,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
261,1.63,3.07,18.95,7.72,3.95,4.44,4.9,10.15,2.75,0.17,2.77,2.52,0.54,4.4,4.85,48.6,142.85,151.95,71.41,3,0.47,180.35,152,83.77,7.48,Toe Off,Toe Off,Terminal Swing,Midswing
262,1.61,2.94,23.06,16.58,3.7,4.65,8.59,18.38,2.5,0.08,3.15,4.47,0.09,8.91,0.43,47.35,144.25,153.59,71.76,0.54,0.6,178.03,145.65,82.43,0.87,Initial Swing,Initial Swing,Terminal Swing,Midswing
263,1.55,2.92,23.31,17.7,3.33,3.77,11.01,18.44,2.71,0.26,3.67,0.55,0.88,9.94,0.89,46.79,,,72.07,1.43,0.26,176.39,137.75,82.84,0.65,Initial Swing,Initial Swing,Terminal Swing,Terminal Swing
264,2,3.71,17.93,18.23,2.81,2.42,13.85,22.42,0.03,1.09,2.47,0.14,0.83,10.46,3.78,44.8,,,78.02,2.28,0.06,173.96,129.19,82.63,0.24,Initial Swing,Initial Swing,Initial Strike,Initial Strike
265,2.57,4.02,11.7,7.65,1.9,2.51,13.4,25.92,2.74,0.61,2.82,2.66,1.1,7.54,1.6,42.89,,,75.61,4.31,0.87,172.08,120.41,81.53,2.23,Initial Swing,Midswing,Loading Response,Loading Response
266,2.76,3.4,9.71,5.6,0.86,2.27,14.84,30.47,4.6,1.07,2.83,0.58,1.16,6.32,1.5,39.47,,,72.96,1.58,0.33,171.3,112.14,80.14,0.76,Midswing,Midswing,Loading Response,Loading Response
267,3.45,3.77,8.17,8.34,0.25,0.25,17.33,33.73,4.14,1.28,2.51,1.93,1.23,5.68,0.3,35.97,,,68.89,2.35,2.04,167.63,102.88,78.65,0.7,Midswing,Midswing,Loading Response,Loading Response
268,3.3,3.69,7.46,9.13,1.18,0.28,18.59,35.76,3.25,2.84,0.28,5.5,0.42,7.25,3.21,32.46,,,66.79,1.88,4.77,163.19,95.18,77.86,0.33,Midswing,Midswing,Loading Response,Loading Response
269,2.84,2.57,10.57,11.2,,,15.37,35.75,2.64,3.53,0.36,6.78,0.63,6.59,7.52,26.98,,,64.89,0.96,7.61,158.35,86.56,76.38,1.12,Midswing,Midswing,Loading Response,Loading Response
270,2.84,1.82,11.74,11,,,13.39,36.15,2.67,3.28,0.38,1.45,0.81,5.11,4.87,21.51,,,62.45,0.98,11.13,155.44,84.15,76.84,0.92,Midswing,Midswing,Midstance,Midstance
271,2.95,1.61,13.21,9.16,,,7.63,34.54,0.82,2.58,1.25,0.74,1.55,3.87,6.82,17.1,150.29,134.34,62.22,2.62,13.95,151.61,81.69,77.71,5.59,Midswing,Midswing,Terminal Stance,Terminal Stance
272,3.33,1.51,13.37,7.38,1.17,11.25,0.49,30.63,0.07,2.46,0.82,0.28,2.57,2.48,9.31,13.11,154.57,137.92,62.88,4.84,16.55,148.4,80.23,77.79,6.84,Midswing,Midswing,Terminal Stance,Terminal Stance
273,3.91,1.76,13.67,7.17,0.76,7.88,3.86,28.73,0.07,2.37,1.13,1.53,3.39,0.65,8.83,9.12,156.73,139.54,64.22,8.56,19.99,143.41,79.91,79.53,7.36,Midswing,Midswing,Terminal Stance,Terminal Stance
274,3.91,1.97,13.56,7.61,0.61,5.68,7.78,28.16,1.31,1.59,2,4.39,3.55,0.57,7.64,4.86,,,66.81,9.68,23.3,139.04,80.31,76.69,1.91,Midswing,Midswing,Terminal Stance,Terminal Stance
275,4.34,3.06,10.97,6.62,1.3,1.59,11.75,25.78,2.91,0.36,4.01,15.62,3.92,0.43,11.76,2.28,,,68.25,14.91,27.01,137.97,85.43,75.85,,Midswing,Midswing,Terminal Stance,Terminal Stance
276,4.66,3.23,12.81,9.11,0.06,1.38,14.65,24.21,2.55,0.4,3.53,13.68,3.77,0.55,13.23,0.44,,,68.73,14.84,29.88,134.8,88.18,76.35,6.79,Midswing,Midswing,Terminal Stance,Terminal Stance
277,4.73,4.2,9.77,8.67,1.63,0.5,16.15,20.28,2.13,0.38,4.36,11.43,3.55,1.02,8.8,2.18,,,72.89,18.26,32.37,134.63,94.41,74.88,10.14,Midswing,Midswing,Terminal Stance,Terminal Stance
278,5.35,5.79,7.1,9.7,0.27,0.92,18.2,15.6,1.95,0.49,3.94,2.99,4.26,0.41,6.96,2.26,,,76.45,22.55,34.81,135.37,102.38,76.95,11.44,Midswing,Midswing,Terminal Stance,Terminal Stance
279,5.55,5.52,6.21,9.7,0.77,0.97,19.33,11.3,1.52,1.05,5.33,5.18,3.58,1.41,4.92,2.46,,,81.63,26.69,37.13,136.56,111.03,75.92,9.4,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
280,4.97,5.66,3.75,9.5,0.84,0.65,22.9,7.15,0.86,0.71,5.95,6.34,2.5,2.99,6.21,2.73,,,86.86,31.45,39.12,139.76,123.18,75.51,6.41,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
281,5.43,7.2,0.93,9.9,1.01,0.25,25.74,3.6,0,0.47,6.8,6.17,2.74,2.25,2.71,2.81,,,90.68,25.43,40.69,142.61,133.77,73.56,1.75,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
282,5.04,7.38,0.9,11.14,1.55,0.68,23.63,357.22,1.6,1,8.04,3.69,2.89,1.64,3.34,2.96,,,92.95,19.94,41.2,146.15,145.26,74.75,0.49,Terminal Swing,Midswing,Toe Off,Toe Off
283,4.34,5.99,0.76,13.81,1.93,0.26,22.58,348.73,2.18,0.53,8.41,0.07,2.12,2.62,5.29,2.72,,,93.45,14.45,41.83,148.38,151.8,76.7,4.2,Terminal Swing,Midswing,Initial Swing,Initial Swing
284,4.03,5.08,6.12,18.47,2.13,0.04,25.1,348.9,0.99,0.38,8.61,4.04,2.84,2.52,2.4,1.57,170.65,131.75,92.17,13.51,41.69,149.22,153.87,76.1,3.81,Terminal Swing,Terminal Swing,Initial Swing,Initial Swing
285,3.47,4.45,11.2,26.59,2.1,0.11,19.54,352.52,0.25,0.5,7.22,1.54,3.56,2.14,0.56,0.17,166.32,122.8,90.6,12.12,41.32,149.76,153.53,75.71,0.04,Initial Strike,Initial Strike,Midswing,Midswing
286,3.34,3.22,15.84,32.54,2.76,0.64,16.75,359.75,0.43,0.53,7.78,0.37,2.7,3.06,2.45,1.97,164.37,115.13,89.48,10.1,40.61,151.62,153.08,82.58,2.14,Loading Response,Loading Response,Midswing,Midswing
287,2.52,2.41,19.08,39.87,2.42,0.14,18.67,4.85,1.4,0.41,8.31,4.01,2.78,3.19,3.99,6.1,,,85.81,10.28,39.28,151.56,149.51,83.18,5.65,Loading Response,Loading Response,Midswing,Midswing
288,1.44,0.88,21.21,40.94,2.24,1.42,18.24,4.33,1.56,0.08,7.08,2.03,3.5,2.31,5.64,10.39,,,82.87,8.36,37.15,151.63,144.69,79.7,7.99,Loading Response,Loading Response,Midswing,Midswing
289,1.24,0.68,22.62,41.44,3.57,0.15,18.3,4.52,0.97,1.09,4.68,0.87,2.95,3.33,1.12,14.87,,,81.11,6,34.29,153.33,140.83,76.86,4.58,Loading Response,Loading Response,Midswing,Midswing
290,0.83,1.11,22.83,40.51,4.26,0.41,18.13,4.16,1.79,0.61,4.16,0.43,3.35,2.59,3.34,19.08,151.96,89.05,79.06,12.76,30.98,155.03,140.32,75.05,5.09,Loading Response,Loading Response,Midswing,Midswing
291,1.8,0.27,21.55,38.7,3.89,0.2,19.71,4.3,1.29,0.07,5.09,5.83,4.08,1.36,0.28,23.72,,,76.82,5.6,27.02,155.95,140.03,74.37,1.37,Loading Response,Loading Response,Midswing,Midswing
292,1,0.58,17.35,36.72,3.66,0.68,20.09,3.88,1.4,0.19,3.86,5.68,3.74,1.93,1.71,28.01,139.04,81.57,77.81,6.83,23.78,155.5,137.25,70.38,2.87,Loading Response,Loading Response,Midswing,Midswing
293,0.1,1.78,12.1,34.8,4.07,0.56,20.78,4.97,1.47,0.98,4.84,5.94,2.71,2.81,4.39,33.98,,,76.12,3.58,19.44,157.61,138.1,69.37,2.71,Midstance,Midstance,Midswing,Midswing
294,0.26,3.3,8.48,33.18,3.92,0.19,19.71,3.68,3.24,0.63,4.81,7,1.84,3.22,7.73,38.12,133.22,85.18,,,15.62,160.75,139.52,67.74,1.21,Terminal Swing,Terminal Swing,Midswing,Midswing
295,0.44,0.97,9.59,30.15,4.2,0.03,22.25,3.29,3.43,0.25,3.63,10.23,1.93,2.25,4.36,41.92,131.14,87.66,76.37,19.88,12.15,163.43,141.56,68.69,2.62,Terminal Swing,Terminal Swing,Midswing,Midswing
296,1.72,0.67,9.6,24.53,4.44,1.53,23.24,2.87,2.52,0.45,3.75,6.45,0.52,3.72,3.99,45.23,129.61,92.44,75.82,12.08,8.88,168.06,145.41,68.77,3.68,Terminal Swing,Terminal Swing,Midswing,Midswing
297,2.47,1.29,10.15,20.44,5.14,2.36,20.22,3.14,0.87,0.09,2.89,5.64,0.68,2.94,3.09,48.47,128.76,98.73,74.22,11.12,4.81,171.77,148.4,68.26,2.09,Terminal Swing,Terminal Swing,Midswing,Midswing
298,1.12,0.63,13.32,21.64,5.2,3.02,13.54,1.53,1.04,0.16,2.78,7.54,1.01,1.93,1.26,50.88,128.08,106.27,72.52,6.17,2.04,173.55,150.58,69.81,4.96,Terminal Swing,Terminal Swing,Terminal Stance,Midswing
299,0.19,0.27,15.69,21.54,5.79,3.06,12.51,0.9,0.09,0.48,2.59,3.46,0.45,1.86,1.84,52.89,129.57,114.82,72.9,7.1,0.1,174.83,151.95,72.43,8.3,Terminal Swing,Terminal Swing,Terminal Stance,Midswing
300,1.4,1.46,17.25,13.4,4.06,1.32,9.66,0.62,1.34,0.82,4.36,4.02,1,0.8,3.19,54.99,130.82,124.03,73,4.05,1.32,177.38,153.74,74.61,10.45,Terminal Swing,Terminal Swing,Terminal Stance,Midswing
